ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Pušnik23,mRNA_2dose,~,2021-02-15,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_2dose,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_2dose_alpha_inf,~,2021-02-15,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_2dose_alpha_inf,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_2dose_delta_inf,~,2021-02-15,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_2dose_delta_inf,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_3dose,~,2021-02-15,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_3dose,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_3dose,~,2021-11-15,mRNA-monovalent,3,Germany,NULL
Pušnik23,mRNA_3dose_omicron_bti,~,2021-01-30,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_3dose_omicron_bti,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_3dose_omicron_bti,~,2021-11-15,mRNA-monovalent,3,Germany,NULL
Pušnik23,mRNA_3dose_alpha_inf,~,2021-02-15,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_3dose_alpha_inf,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_3dose_alpha_inf,~,2021-12-15,mRNA-monovalent,3,Germany,NULL
Pušnik23,mRNA_3dose_delta_inf,~,2021-02-15,mRNA-monovalent,1,Germany,NULL
Pušnik23,mRNA_3dose_delta_inf,~,2021-03-15,mRNA-monovalent,2,Germany,NULL
Pušnik23,mRNA_3dose_delta_inf,~,2022-01-15,mRNA-monovalent,3,Germany,NULL
