ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Chalkias22b,mRNA_1273,~,2021-01-01,mRNA-1273,1,USA,NULL
Chalkias22b,mRNA_1273,~,2021-02-01,mRNA-1273,2,USA,NULL
Chalkias22b,mRNA_1273,~,2021-10-01,mRNA-1273,3,USA,NULL
Chalkias22b,mRNA_1273,~,2022-02-12,mRNA-1273,4,USA,NULL
Chalkias22b,mRNA_1273214,~,2021-01-01,mRNA-1273,1,USA,NULL
Chalkias22b,mRNA_1273214,~,2021-02-01,mRNA-1273,2,USA,NULL
Chalkias22b,mRNA_1273214,~,2021-10-04,mRNA-1273,3,USA,NULL
Chalkias22b,mRNA_1273214,~,2022-02-17,mRNA-1273.214,4,USA,NULL
Chalkias22b,CP_mRNA_1273,~,2021-01-01,mRNA-1273,1,USA,NULL
Chalkias22b,CP_mRNA_1273,~,2021-02-01,mRNA-1273,2,USA,NULL
Chalkias22b,CP_mRNA_1273,~,2021-10-01,mRNA-1273,3,USA,NULL
Chalkias22b,CP_mRNA_1273,~,2022-02-12,mRNA-1273,4,USA,NULL
Chalkias22b,CP_mRNA_1273214,~,2021-01-01,mRNA-1273,1,USA,NULL
Chalkias22b,CP_mRNA_1273214,~,2021-02-01,mRNA-1273,2,USA,NULL
Chalkias22b,CP_mRNA_1273214,~,2021-10-04,mRNA-1273,3,USA,NULL
Chalkias22b,CP_mRNA_1273214,~,2022-02-17,mRNA-1273.214,4,USA,NULL
