ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Carreno21b,BNT_2dose,~,2021-01-01,BNT162b2,1,USA,NULL
Carreno21b,BNT_2dose,~,2021-02-01,BNT162b2,2,USA,NULL
Carreno21b,mRNA_2dose,~,2021-01-01,mRNA-1273,1,USA,NULL
Carreno21b,mRNA_2dose,~,2021-02-01,mRNA-1273,2,USA,NULL
Carreno21b,BNT_3dose,~,2021-01-01,BNT162b2,1,USA,NULL
Carreno21b,BNT_3dose,~,2021-02-01,BNT162b2,2,USA,NULL
Carreno21b,BNT_3dose,~,2021-08-01,BNT162b2,3,USA,NULL
Carreno21b,mRNA_3dose,~,2021-01-01,mRNA-1273,1,USA,NULL
Carreno21b,mRNA_3dose,~,2021-02-01,mRNA-1273,2,USA,NULL
Carreno21b,mRNA_3dose,~,2021-08-01,mRNA-1273,3,USA,NULL
Carreno21b,CP_BNT_2dose,~,2021-01-01,BNT162b2,1,USA,NULL
Carreno21b,CP_BNT_2dose,~,2021-02-01,BNT162b2,2,USA,NULL
Carreno21b,CP_mRNA_2dose,~,2021-01-01,mRNA-1273,1,USA,NULL
Carreno21b,CP_mRNA_2dose,~,2021-02-01,mRNA-1273,2,USA,NULL
Carreno21b,CP_BNT_3dose,~,2021-01-01,BNT162b2,1,USA,NULL
Carreno21b,CP_BNT_3dose,~,2021-02-01,BNT162b2,2,USA,NULL
Carreno21b,CP_BNT_3dose,~,2021-08-01,BNT162b2,3,USA,NULL
