ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,nth_dose,location,section
Aggarwal21,ChAdOx1,~,2021-08-01,AZD1222,1,Australia,NULL
Aggarwal21,ChAdOx1,~,2021-08-31,AZD1222,2,Australia,NULL
Aggarwal21,BNT162b,~,2021-08-01,BNT162b2,1,Australia,NULL
Aggarwal21,BNT162b,~,2021-08-31,BNT162b2,2,Australia,NULL
Aggarwal21,VP_1wave_ChAdOx1,~,2021-08-01,AZD1222,1,Australia,NULL
Aggarwal21,VP_1wave_ChAdOx1,~,2021-08-31,AZD1222,2,Australia,NULL
Aggarwal21,VP_1wave_BNT162b,~,2021-08-01,BNT162b2,1,Australia,NULL
Aggarwal21,VP_1wave_BNT162b,~,2021-08-31,BNT162b2,2,Australia,NULL
Aggarwal21,VP_2wave_BNT162b,~,2021-08-01,BNT162b2,1,Australia,NULL
Aggarwal21,VP_2wave_BNT162b,~,2021-08-31,BNT162b2,2,Australia,NULL
Aggarwal21,VP_2wave_ChAdOx1,~,2021-08-01,AZD1222,1,Australia,NULL
Aggarwal21,VP_2wave_ChAdOx1,~,2021-08-31,AZD1222,2,Australia,NULL
