ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,nth_dose,location,section
Jacobsen21,Ad26.COV2.S_1dose,~,2021-01-01,Ad26.COV2.S,1,Germany,NULL
Jacobsen21,AZD_2dose,~,2021-01-01,AZD1222,1,Germany,NULL
Jacobsen21,AZD_2dose,~,2021-03-15,AZD1222,2,Germany,NULL
Jacobsen21,BNT_2dose,~,2021-01-01,BNT162b2,1,Germany,NULL
Jacobsen21,BNT_2dose,~,2021-02-01,BNT162b2,2,Germany,NULL
Jacobsen21,AZD_BNT,~,2021-01-01,AZD1222,1,Germany,NULL
Jacobsen21,AZD_BNT,~,2021-03-15,BNT162b2,2,Germany,NULL
Jacobsen21,AZD_mRNA,~,2021-01-01,AZD1222,1,Germany,NULL
Jacobsen21,AZD_mRNA,~,2021-03-01,mRNA-1273,2,Germany,NULL
Jacobsen21,mRNA_2dose,~,2021-01-01,mRNA-1273,1,Germany,NULL
Jacobsen21,mRNA_2dose,~,2021-02-01,mRNA-1273,2,Germany,NULL
