ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Scheaffer22,BALBc_mRNA_1273,~,2021-08-01,mRNA-1273,1,USA,NULL
Scheaffer22,BALBc_mRNA_1273,~,2021-08-22,mRNA-1273,2,USA,NULL
Scheaffer22,BALBc_mRNA_1273_529,~,2021-08-01,mRNA-1273.529,1,USA,NULL
Scheaffer22,BALBc_mRNA_1273_529,~,2021-08-22,mRNA-1273.529,2,USA,NULL
Scheaffer22,BALBc_mRNA_1273_045,~,2021-08-01,mRNA-1273.045,1,USA,NULL
Scheaffer22,BALBc_mRNA_1273_045,~,2021-08-22,mRNA-1273.045,2,USA,NULL
Scheaffer22,BALBc_mRNA_1273_214,~,2021-08-01,mRNA-1273.214,1,USA,NULL
Scheaffer22,BALBc_mRNA_1273_214,~,2021-08-22,mRNA-1273.214,2,USA,NULL
Scheaffer22,BALBc_mRNA_1273_222,~,2021-08-01,mRNA-1273.222,1,USA,NULL
Scheaffer22,BALBc_mRNA_1273_222,~,2021-08-22,mRNA-1273.222,2,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_control_1dose,~,2020-12-03,mRNA-1273,1,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_control_1dose,~,2020-12-25,mRNA-1273,2,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_control_1dose,~,2021-08-01,mRNA,3,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_PBS_1dose,~,2020-12-03,mRNA-1273,1,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_PBS_1dose,~,2020-12-25,mRNA-1273,2,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_3dose,~,2020-12-03,mRNA-1273,1,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_3dose,~,2020-12-25,mRNA-1273,2,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_3dose,~,2021-08-01,mRNA-1273,3,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_1273_214_1dose,~,2020-12-03,mRNA-1273,1,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_1273_214_1dose,~,2020-12-25,mRNA-1273,2,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_1273_214_1dose,~,2021-08-01,mRNA-1273.214,3,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_1273_222_1dose,~,2020-12-03,mRNA-1273,1,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_1273_222_1dose,~,2020-12-25,mRNA-1273,2,USA,NULL
Scheaffer22,K18_hACE2_mRNA_1273_2dose_mRNA_1273_222_1dose,~,2021-08-01,mRNA-1273.222,3,USA,NULL
