ref_name,rx_name,subject_name,collection_date,cumulative_group
Madhi21,AZD1222_1,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_2,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_3,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_4,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_5,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_6,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_7,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_8,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_9,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_10,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_11,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_12,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_13,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_14,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_15,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_16,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_17,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_18,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_19,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_20,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_21,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_22,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_23,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_24,AZD1222,2020-08-04,AZD
Madhi21,AZD1222_25,AZD1222,2020-08-04,AZD
