ref_name,rx_name,subject_name,titer,collection_date,cumulative_group
Wu21b,mRNA-1273_mice_01,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_02,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_03,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_04,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_05,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_06,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_07,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273_mice_08,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273.351_mice_01,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_02,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_03,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_04,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_05,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_06,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_07,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.351_mice_08,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.211_mice_01,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_02,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_03,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_04,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_05,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_06,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_07,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273.211_mice_08,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273_mice_gmt,mRNA-1273_mice,NULL,2020-07-21,Mod_mice
Wu21b,mRNA-1273.351_mice_gmt,mRNA-1273.351_mice,NULL,2021-02-05,Mod_351_mice
Wu21b,mRNA-1273.211_mice_gmt,mRNA-1273.211_mice,NULL,2021-02-05,Mod_211_mice
Wu21b,mRNA-1273_mice_2nd_01,mRNA-1273_mice,NULL,2021-01-28,Mod_mice_2nd
Wu21b,mRNA-1273_mice_2nd_02,mRNA-1273_mice,NULL,2021-01-28,Mod_mice_2nd
Wu21b,mRNA-1273_mice_2nd_03,mRNA-1273_mice,NULL,2021-01-28,Mod_mice_2nd
Wu21b,mRNA-1273_mice_2nd_04,mRNA-1273_mice,NULL,2021-01-28,Mod_mice_2nd
Wu21b,mRNA-1273_mice_2nd_05,mRNA-1273_mice,NULL,2021-01-28,Mod_mice_2nd
Wu21b,mRNA-1273_mice_3rd_01,mRNA-1273_mice,NULL,2021-02-28,Mod_mice_3rd
Wu21b,mRNA-1273_mice_3rd_02,mRNA-1273_mice,NULL,2021-02-28,Mod_mice_3rd
Wu21b,mRNA-1273_mice_3rd_03,mRNA-1273_mice,NULL,2021-02-28,Mod_mice_3rd
Wu21b,mRNA-1273_mice_3rd_04,mRNA-1273_mice,NULL,2021-02-28,Mod_mice_3rd
Wu21b,mRNA-1273_mice_3rd_05,mRNA-1273_mice,NULL,2021-02-28,Mod_mice_3rd
