ref_name,subject_name,event,event_date_cmp,event_date,location,iso_name,vaccine_name,severity
Wu21c,mRNA-1273,1st dose,~,2020-05-22,USA,NULL,mRNA-1273,NULL
Wu21c,mRNA-1273,2nd dose,~,2020-07-08,USA,NULL,mRNA-1273,NULL
Wu21c,mRNA-1273,2nd dose isolation,~,2021-01-11,USA,NULL,NULL,NULL
Wu21c,mRNA-1273,3rd dose,~,2021-01-11,USA,NULL,mRNA-1273,NULL
Wu21c,mRNA-1273,3rd dose isolation,~,2021-01-25,USA,NULL,NULL,NULL
Wu21c,mRNA-1273.351,1st dose,~,2020-05-22,USA,NULL,mRNA-1273,NULL
Wu21c,mRNA-1273.351,2nd dose,~,2020-07-08,USA,NULL,mRNA-1273,NULL
Wu21c,mRNA-1273.351,2nd dose isolation,~,2021-01-25,USA,NULL,NULL,NULL
Wu21c,mRNA-1273.351,3rd dose,~,2021-01-25,USA,NULL,mRNA-1273.351,NULL
Wu21c,mRNA-1273.351,3rd dose isolation,~,2021-02-08,USA,NULL,NULL,NULL
