ref_name,subject_name,event,event_date_cmp,event_date,location,iso_name,vaccine_name,severity
Miyakawa21,BNT_naive,1st dose,~,2021-06-01,Japan,NULL,BNT162b2,NULL
Miyakawa21,BNT_naive,1st dose isolation,~,2021-06-21,Japan,NULL,NULL,NULL
Miyakawa21,BNT_naive,2nd dose,~,2021-06-21,Japan,NULL,BNT162b2,NULL
Miyakawa21,BNT_naive,2nd dose isolation,~,2021-07-01,Japan,NULL,NULL,NULL
Miyakawa21,BNT_infected,infection,<,2020-12-31,Japan,B.1 full genome,NULL,NULL
Miyakawa21,BNT_infected,isolation,<,2020-12-31,Japan,NULL,NULL,NULL
Miyakawa21,BNT_infected,1st dose,~,2021-06-01,Japan,NULL,BNT162b2,NULL
Miyakawa21,BNT_infected,1st dose isolation,~,2021-06-21,Japan,NULL,NULL,NULL
Miyakawa21,BNT_infected,2nd dose,~,2021-06-21,Japan,NULL,BNT162b2,NULL
Miyakawa21,BNT_infected,2nd dose isolation,~,2021-07-01,Japan,NULL,NULL,NULL
